imdb_id,Biography,Comedy,Crime,Drama,Romance,Mystery_Thriller_Horror,Sci-Fi_Fantasy,Family_Animation,Action_Adventure,History_War,Others
tt0116999,0,0,0,1,0,0,0,0,0,0,0
tt0117002,0,0,0,1,1,1,0,0,0,0,0
tt0117011,0,0,1,0,1,1,0,0,1,0,0
tt0117057,0,1,0,1,1,0,0,0,0,0,0
tt0117060,0,0,0,0,0,1,0,0,1,0,0
tt0117104,0,1,0,1,1,0,0,0,0,0,0
tt0117108,0,1,0,0,1,0,1,0,0,0,0
tt0117119,0,1,0,0,0,0,0,0,1,0,0
tt0117218,0,1,0,0,1,0,1,0,0,0,0
tt0117283,0,1,0,0,1,0,0,0,0,0,0
tt0117333,0,0,0,1,1,0,1,0,0,0,0
tt0117438,0,0,1,0,0,1,0,0,0,0,0
tt0117500,0,0,0,0,0,1,0,0,1,0,0
tt0117509,0,0,0,1,1,0,0,0,0,0,0
tt0117571,0,0,0,0,0,1,0,0,0,0,0
tt0117603,0,0,1,1,1,1,0,0,1,0,0
tt0117608,0,1,0,0,0,0,0,0,0,0,0
tt0117628,0,1,0,1,1,0,0,0,0,0,0
tt0117665,0,0,1,1,0,1,0,0,0,0,0
tt0117666,0,0,0,1,0,0,0,0,0,0,0
tt0117705,0,1,0,0,0,0,1,1,1,0,1
tt0117723,0,1,0,0,0,0,0,0,1,0,0
tt0117731,0,0,0,1,0,1,1,0,1,0,0
tt0117765,0,1,1,1,0,1,0,0,0,0,0
tt0117802,0,1,0,1,0,0,0,0,0,0,0
tt0117887,0,1,0,1,0,0,0,0,0,0,1
tt0117891,0,1,1,1,1,1,0,0,0,0,0
tt0117894,0,0,0,0,0,1,1,0,0,0,0
tt0117913,0,0,1,1,0,1,0,0,0,0,0
tt0117918,0,1,0,1,1,0,0,0,0,0,1
tt0117958,0,1,0,1,0,0,0,0,0,0,0
tt0117998,0,0,0,1,0,1,0,0,1,0,0
tt0118055,0,0,0,1,1,0,0,0,0,0,0
tt0118111,0,1,0,0,0,0,0,0,0,0,0
tt0118158,0,0,0,1,0,0,0,0,1,0,0
tt0118301,0,1,0,0,0,0,0,0,0,0,0
tt0118541,0,1,1,0,0,0,0,0,0,0,0
tt0118548,0,0,1,1,0,1,0,0,1,0,0
tt0118570,0,1,0,1,0,0,0,1,0,0,1
tt0118571,0,0,0,1,0,1,0,0,1,0,0
tt0118577,0,1,0,0,0,0,0,0,0,0,0
tt0118583,0,0,0,0,0,1,1,0,1,0,0
tt0118589,0,0,0,1,1,0,0,0,0,0,1
tt0118607,0,0,0,1,0,0,0,0,0,1,0
tt0118615,0,0,0,0,0,1,0,0,1,0,0
tt0118617,0,0,0,1,1,1,1,1,1,0,1
tt0118632,0,0,0,1,0,0,0,0,0,0,0
tt0118655,0,1,1,0,0,0,0,0,0,0,0
tt0118665,0,1,1,0,0,0,1,1,0,0,0
tt0118688,0,0,0,0,0,0,0,0,1,0,0
tt0118715,0,1,1,0,0,0,0,0,0,0,0
tt0118736,0,1,0,1,0,0,1,0,1,0,1
tt0118749,0,0,0,1,0,0,0,0,0,0,0
tt0118771,0,0,1,1,0,1,0,0,1,0,0
tt0118789,0,1,1,1,1,0,0,0,0,0,0
tt0118798,0,1,0,1,1,0,0,0,0,0,0
tt0118829,0,1,0,0,0,0,1,1,0,0,1
tt0118836,0,1,0,0,0,0,0,0,0,0,0
tt0118842,0,1,0,1,1,0,0,0,0,0,0
tt0118880,0,0,1,0,0,1,0,0,1,0,0
tt0118883,0,0,1,0,1,1,0,0,1,0,0
tt0118884,0,0,0,1,0,1,1,0,0,0,0
tt0118887,0,0,1,1,0,1,0,0,0,0,0
tt0118925,0,1,0,1,0,0,0,1,0,0,0
tt0118928,0,0,0,0,0,1,0,0,1,0,0
tt0118954,0,1,0,0,0,0,0,0,0,0,0
tt0118956,0,0,0,0,0,1,1,0,1,0,0
tt0118971,0,0,0,1,0,1,0,0,0,0,0
tt0118972,0,0,1,1,0,1,0,0,1,0,0
tt0118998,0,1,0,0,0,0,1,1,0,0,0
tt0119008,1,0,1,1,0,0,0,0,0,0,0
tt0119019,0,1,0,1,0,0,0,0,0,0,0
tt0119033,0,0,0,1,1,0,0,0,0,0,0
tt0119051,0,0,0,1,0,1,0,0,1,0,0
tt0119080,0,0,0,1,0,0,0,0,0,0,0
tt0119094,0,0,1,0,0,1,1,0,1,0,0
tt0119137,0,1,0,0,0,0,1,1,0,0,0
tt0119173,0,0,0,1,0,0,0,0,1,1,0
tt0119174,0,0,0,1,0,1,0,0,0,0,0
tt0119177,0,0,0,1,0,1,1,0,0,0,0
tt0119190,0,1,0,0,1,0,0,1,1,0,0
tt0119210,0,0,1,0,0,1,0,0,0,0,0
tt0119217,0,0,0,1,0,0,0,0,0,0,0
tt0119227,0,0,0,0,0,1,1,0,0,0,0
tt0119229,0,1,1,0,1,1,0,0,1,0,0
tt0119304,0,1,0,1,1,0,0,0,0,0,0
tt0119313,0,0,0,1,1,0,0,0,0,0,0
tt0119314,0,0,0,1,1,0,0,0,0,0,1
tt0119326,0,1,0,0,0,0,0,0,0,0,0
tt0119338,0,0,1,1,1,0,0,0,0,0,0
tt0119345,0,0,0,0,0,1,0,0,0,0,0
tt0119346,0,1,0,1,0,0,1,1,0,0,0
tt0119349,0,0,0,1,0,0,0,0,0,0,0
tt0119360,0,1,0,0,0,0,0,0,0,0,0
tt0119395,0,0,1,0,0,1,0,0,1,0,0
tt0119396,0,0,1,0,0,1,0,0,0,0,0
tt0119468,0,0,1,1,0,1,0,0,0,0,0
tt0119485,1,0,0,1,0,0,0,0,0,1,0
tt0119488,0,0,1,1,0,1,0,0,0,0,0
tt0119502,1,0,0,1,0,0,0,0,0,0,0
tt0119528,0,1,0,0,1,0,1,0,0,0,0
tt0119567,0,0,0,0,0,0,1,0,1,0,0
tt0119572,0,0,0,1,1,0,0,0,0,0,0
tt0119592,0,0,1,1,0,1,0,0,0,0,0
tt0119643,0,0,0,1,1,0,1,0,0,0,0
tt0119654,0,1,0,0,0,1,1,1,1,0,0
tt0119668,0,0,1,1,0,1,0,0,0,0,0
tt0119670,0,1,0,1,0,0,0,0,0,0,0
tt0119695,0,1,1,0,0,1,0,0,1,0,0
tt0119707,0,0,0,0,0,1,1,0,1,0,0
tt0119738,0,1,0,0,1,0,0,0,0,0,0
tt0119778,0,1,0,1,1,0,0,0,0,0,0
tt0119807,0,1,1,0,0,0,0,0,1,0,0
tt0119822,0,1,0,1,1,0,0,0,0,0,0
tt0119843,0,0,0,1,1,0,0,0,0,0,0
tt0119874,0,0,0,0,0,1,0,0,1,0,0
tt0119905,0,1,0,1,0,0,0,0,0,0,0
tt0119925,0,0,0,1,0,0,1,0,1,0,0
tt0119934,1,0,0,1,0,0,0,0,0,0,1
tt0119937,1,0,0,1,1,0,0,0,0,0,1
tt0119978,0,0,1,1,0,1,0,0,0,0,0
tt0120008,0,0,1,0,0,1,0,0,1,0,0
tt0120053,0,0,0,0,1,1,1,0,1,0,0
tt0120082,0,0,0,0,0,1,0,0,0,0,0
tt0120094,1,0,0,1,0,0,0,0,0,0,1
tt0120102,1,0,0,1,0,0,0,0,1,1,0
tt0120107,0,0,0,0,0,1,0,0,1,0,0
tt0120133,0,1,0,0,0,0,1,1,0,0,0
tt0120169,0,1,0,1,0,0,0,0,0,0,0
tt0120176,0,0,0,1,0,1,0,0,0,0,0
tt0120177,0,0,0,0,0,1,0,0,1,0,0
tt0120179,0,0,1,0,1,1,0,0,1,0,0
tt0120184,0,0,0,1,0,1,1,0,0,0,0
tt0120188,0,1,0,1,0,0,0,0,1,1,0
tt0120201,0,0,0,0,0,0,1,0,1,1,0
tt0120207,0,0,1,0,0,0,1,0,1,0,0
tt0120338,0,0,0,1,1,0,0,0,0,0,0
tt0120363,0,1,0,0,0,0,1,1,1,0,0
tt0120370,0,0,0,0,0,0,0,0,0,0,1
tt0120382,0,1,0,1,0,0,1,0,0,0,0
tt0120390,0,0,0,0,0,1,0,0,1,0,0
tt0120402,0,0,0,1,0,0,0,0,0,0,0
tt0120461,0,0,0,1,0,1,1,0,1,0,0
tt0120479,0,0,0,0,0,0,1,0,1,0,0
tt0120483,0,1,1,0,0,1,0,0,1,0,0
tt0120484,0,1,0,0,0,0,0,0,0,0,1
tt0120531,0,1,0,0,1,0,0,0,0,0,0
tt0120533,0,1,0,1,0,0,0,0,0,0,0
tt0120577,0,0,0,1,0,0,0,0,0,0,1
tt0120586,0,0,1,1,0,0,0,0,0,0,0
tt0120587,0,1,0,0,0,0,0,1,1,0,0
tt0120591,0,0,0,0,0,1,1,0,1,0,0
tt0120601,0,1,0,1,0,0,1,0,0,0,0
tt0120603,0,0,0,1,0,1,0,0,0,1,0
tt0120609,0,1,1,0,0,1,0,0,1,0,0
tt0120611,0,0,0,0,0,1,0,0,1,0,0
tt0120613,0,0,0,1,0,0,0,0,0,0,0
tt0120618,0,1,0,0,0,0,0,0,0,0,0
tt0120620,0,0,0,1,0,1,0,0,0,0,0
tt0120623,0,1,0,0,0,0,1,1,1,0,0
tt0120631,0,1,0,1,1,0,0,0,0,0,0
tt0120633,0,0,0,1,0,0,0,0,0,0,0
tt0120645,0,1,0,0,0,0,0,1,0,0,0
tt0120646,0,0,0,1,0,0,0,0,0,0,0
tt0120647,0,0,0,1,1,1,1,0,1,0,0
tt0120655,0,1,0,1,0,0,1,0,1,0,0
tt0120657,0,0,0,0,0,0,0,0,1,1,0
tt0120660,0,0,1,1,0,1,0,0,1,0,0
tt0120669,0,1,0,1,0,0,0,0,1,0,0
tt0120679,1,0,0,1,1,0,0,0,0,0,0
tt0120681,0,0,0,0,0,1,0,0,0,0,0
tt0120684,1,0,0,1,0,0,0,0,0,0,0
tt0120686,0,1,0,1,0,0,0,0,0,0,0
tt0120689,0,0,1,1,0,1,1,0,0,0,0
tt0120693,0,1,1,0,0,0,0,0,0,0,0
tt0120696,0,0,1,1,0,1,0,0,1,0,0
tt0120701,0,1,0,1,0,0,0,0,0,0,0
tt0120703,0,1,0,1,1,0,0,0,0,0,0
tt0120710,0,0,0,1,0,1,1,0,0,0,0
tt0120722,0,1,0,1,1,0,0,0,0,0,0
tt0120738,0,0,0,0,0,1,1,1,1,0,0
tt0120744,0,0,0,0,0,0,0,0,1,0,0
tt0120746,0,1,0,0,1,1,0,0,1,0,1
tt0120749,0,0,1,1,0,1,0,0,1,0,0
tt0120751,0,0,0,0,0,1,1,1,1,0,0
tt0120755,0,0,0,0,0,1,0,0,1,0,0
tt0120762,0,0,0,0,0,0,1,1,1,1,1
tt0120764,0,1,0,0,0,0,1,1,0,0,0
tt0120769,0,0,1,1,0,0,0,0,1,1,1
tt0120770,0,1,0,0,1,0,0,0,0,0,1
tt0120772,0,1,0,1,1,0,0,0,0,0,0
tt0120776,0,0,0,1,0,0,0,0,0,0,0
tt0120780,0,0,1,1,1,1,0,0,0,0,0
tt0120784,0,0,1,1,0,1,0,0,1,0,0
tt0120791,0,1,0,1,1,0,1,0,0,0,0
tt0120794,1,0,0,1,0,0,1,1,1,0,1
tt0120797,0,1,0,1,1,0,0,0,0,0,0
tt0120800,0,1,0,1,0,0,1,1,1,0,1
tt0120813,0,1,1,0,0,0,0,0,0,0,0
tt0120815,0,0,0,1,0,0,0,0,1,1,0
tt0120824,0,0,0,1,0,0,0,0,0,0,0
tt0120828,0,1,0,0,1,0,0,0,1,0,0
tt0120831,0,1,0,1,0,0,0,0,0,0,0
tt0120832,0,0,1,0,0,1,0,0,0,0,0
tt0120834,0,0,0,1,1,1,0,0,0,0,0
tt0120844,0,0,0,0,0,1,1,0,1,0,0
tt0120863,0,0,0,1,0,0,0,0,0,1,0
tt0120877,0,0,0,0,0,1,0,0,1,0,0
tt0120878,0,1,0,1,1,0,0,0,0,0,0
tt0120885,0,1,0,1,0,0,0,0,0,0,0
tt0120889,0,0,0,1,1,0,1,0,0,0,0
tt0120890,0,0,1,1,0,1,0,0,0,0,0
tt0120891,0,1,0,0,0,0,1,0,1,0,1
tt0120902,0,0,0,1,0,1,1,0,0,0,0
tt0120903,0,0,0,0,0,0,1,0,1,0,0
tt0120906,0,1,1,1,0,1,0,0,0,0,0
tt0120910,0,0,0,0,0,0,1,1,0,0,1
tt0120912,0,1,0,0,0,1,1,1,1,0,0
tt0120913,0,0,0,0,0,0,1,1,1,0,0
tt0120915,0,0,0,0,0,0,1,0,1,0,0
tt0120917,0,1,0,0,0,0,1,1,1,0,0
tt0121164,0,0,0,1,1,0,1,1,0,0,1
tt0121765,0,0,0,0,0,0,1,0,1,0,0
tt0121766,0,0,0,0,0,0,1,0,1,0,0
tt0122151,0,0,1,0,0,1,0,0,1,0,0
tt0122459,0,1,0,1,1,0,0,0,0,0,0
tt0122718,0,1,0,0,0,0,1,1,1,0,0
tt0122933,0,1,1,0,0,0,0,0,0,0,0
tt0124137,0,1,0,1,0,0,0,0,0,0,0
tt0124179,0,1,0,1,0,0,0,0,0,0,0
tt0124198,0,1,1,0,0,1,0,0,0,0,0
tt0124298,0,1,0,1,1,0,1,0,0,0,0
tt0124718,0,0,0,1,0,0,0,0,0,0,1
tt0124819,0,1,0,0,0,0,1,0,0,0,0
tt0124879,0,1,0,1,0,0,0,1,0,0,0
tt0125022,0,1,1,0,1,0,0,0,0,0,0
tt0125971,0,1,0,1,1,0,0,0,0,0,0
tt0126029,0,1,0,0,0,0,1,1,1,0,0
tt0126261,0,0,0,1,0,0,0,0,0,0,0
tt0126859,0,0,0,1,0,0,0,0,0,0,0
tt0126886,0,1,0,1,0,0,0,0,0,0,0
tt0126916,0,0,0,1,1,0,0,0,0,0,1
tt0126938,0,1,0,0,0,0,0,0,0,0,0
tt0127302,0,0,0,0,0,0,1,0,0,0,0
tt0127723,0,1,0,0,1,0,0,0,0,0,0
tt0128214,0,0,0,1,1,0,0,0,0,0,0
tt0128278,0,0,0,1,0,1,0,0,0,0,0
tt0128442,0,0,1,1,0,0,0,0,0,0,0
tt0128445,0,1,0,1,0,0,0,0,0,0,0
tt0128853,0,1,0,1,1,0,0,0,0,0,0
tt0129167,0,1,0,1,0,0,1,1,1,0,0
tt0129280,0,1,0,0,0,0,0,0,0,0,0
tt0129290,1,1,0,1,1,0,0,0,0,0,0
tt0129387,0,1,0,0,1,0,0,0,0,0,0
tt0130018,0,0,0,0,0,1,0,0,0,0,0
tt0130019,0,1,0,0,1,0,0,0,0,0,0
tt0130623,0,0,0,0,0,1,0,1,1,0,0
tt0131325,0,1,0,0,0,0,0,0,0,0,0
tt0131369,0,1,0,1,0,0,0,0,0,0,0
tt0131436,0,1,0,0,0,0,0,0,0,0,0
tt0131646,0,0,0,0,0,0,1,0,1,0,0
tt0131704,0,1,0,0,0,0,1,1,1,0,0
tt0132245,0,0,0,1,0,0,0,0,1,0,1
tt0132347,0,1,0,0,0,0,1,0,1,0,0
tt0132512,0,0,0,1,1,0,0,0,0,0,0
tt0133093,0,0,0,0,0,0,1,0,1,0,0
tt0133117,0,0,0,1,0,0,0,0,0,0,0
tt0133152,0,0,0,0,0,1,1,0,1,0,0
tt0133240,0,0,0,0,0,0,1,1,1,0,0
tt0133751,0,0,0,0,0,1,1,0,0,0,0
tt0133952,0,0,0,0,0,1,0,0,1,0,0
tt0134067,0,1,0,1,0,0,0,1,1,0,1
tt0134084,0,0,0,0,0,1,0,0,0,0,0
tt0134119,0,0,1,1,0,1,0,0,0,0,0
tt0134154,0,0,0,1,1,0,0,0,0,1,1
tt0134630,0,1,0,1,0,0,0,0,0,0,1
tt0134847,0,0,0,0,0,1,1,0,0,0,0
tt0134983,0,0,0,0,0,1,1,0,0,0,0
tt0137338,0,1,0,1,1,0,0,0,0,0,0
tt0137363,0,0,1,1,0,1,0,0,0,0,0
tt0137494,0,0,1,0,1,1,0,0,1,0,0
tt0137523,0,0,0,1,0,0,0,0,0,0,0
tt0138097,0,1,0,1,1,0,0,0,0,0,0
tt0138304,0,0,0,1,0,1,1,0,0,0,0
tt0138510,0,1,0,0,0,1,1,0,0,0,0
tt0138524,0,1,1,0,1,0,0,0,0,0,0
tt0138704,0,0,0,1,0,1,0,0,0,0,0
tt0138749,0,1,0,0,1,0,0,1,1,0,0
tt0138862,0,1,1,0,0,1,0,0,1,0,0
tt0138946,0,0,1,1,1,1,0,0,0,0,0
tt0138987,1,1,0,0,1,0,0,0,0,0,0
tt0139134,0,0,0,1,1,0,0,0,0,0,0
tt0139239,0,1,1,0,0,0,0,0,0,0,0
tt0139414,0,1,0,0,0,1,0,0,1,0,0
tt0139462,0,0,0,1,1,0,0,0,0,0,0
tt0139615,0,0,0,1,0,0,0,0,0,0,0
tt0139654,0,0,1,1,0,1,0,0,0,0,0
tt0139699,0,1,0,1,1,0,0,0,0,0,1
tt0140352,1,0,0,1,0,1,0,0,0,0,0
tt0140397,0,1,0,1,0,0,0,0,0,0,0
tt0141369,0,1,0,0,0,0,1,1,1,0,0
tt0141399,1,1,0,0,1,0,0,0,0,0,0
tt0142192,0,0,1,1,0,1,0,0,1,0,0
tt0142201,0,1,1,1,0,0,0,0,0,0,0
tt0142342,0,1,0,1,0,0,0,0,0,0,0
tt0143746,0,1,0,1,1,0,0,0,0,0,0
tt0144084,0,0,1,1,0,0,0,0,0,0,0
tt0144178,0,0,0,1,1,0,0,0,0,0,0
tt0144214,0,0,0,1,0,1,0,0,0,0,0
tt0144528,0,1,0,0,1,0,1,0,0,0,0
tt0144814,0,0,0,0,0,1,1,0,0,0,0
tt0144964,0,0,0,0,0,0,1,0,1,0,0
tt0145487,0,0,0,0,1,0,1,0,1,0,0
tt0145531,0,0,0,0,0,1,0,0,0,0,0
tt0145653,0,0,0,1,0,0,0,0,0,0,0
tt0145660,0,1,1,0,0,0,0,0,1,0,0
tt0145681,0,0,1,1,0,1,0,0,0,0,0
tt0146309,0,0,0,1,0,1,0,0,0,1,0
tt0146316,0,0,0,0,0,1,1,0,1,0,0
tt0146336,0,0,0,0,0,1,0,0,0,0,0
tt0146675,0,0,0,0,0,1,1,0,1,0,0
tt0146838,0,0,0,1,0,0,0,0,0,0,1
tt0146984,0,0,0,1,0,0,1,0,0,0,1
tt0147612,0,1,0,1,0,0,0,0,0,0,0
tt0147800,0,1,0,1,1,0,0,0,0,0,0
tt0149261,0,0,0,0,0,1,1,0,1,0,0
tt0149624,0,0,0,1,1,0,0,0,0,0,1
tt0149691,0,1,0,1,0,0,0,0,0,0,0
tt0149964,0,0,0,1,0,0,0,0,0,0,0
tt0150216,0,0,0,1,0,0,0,0,0,0,0
tt0150377,0,0,1,0,0,1,0,0,0,0,0
tt0151804,0,1,0,0,0,0,0,0,0,0,0
tt0155197,0,0,1,1,1,0,0,0,0,0,0
tt0155267,0,0,1,0,1,1,0,0,0,0,0
tt0155711,0,1,1,1,0,0,0,0,0,0,0
tt0155776,0,1,1,0,0,1,0,0,0,0,0
tt0156323,0,1,1,0,0,0,0,0,0,0,0
tt0156812,0,0,0,1,0,0,0,1,0,0,1
tt0156841,0,1,0,1,1,0,0,0,0,0,0
tt0156934,0,0,0,1,1,1,0,0,0,0,0
tt0157472,0,1,0,0,0,1,1,0,1,0,0
tt0158622,0,1,0,0,1,0,1,1,0,0,0
tt0158811,0,1,0,0,0,0,1,1,1,0,1
tt0158983,0,1,0,0,0,0,1,1,0,0,1
tt0159097,0,0,0,1,1,0,0,0,0,0,0
tt0159273,0,0,0,1,0,1,0,0,1,1,0
tt0159365,0,0,0,1,1,0,0,0,1,1,0
tt0159421,0,1,0,0,0,0,1,1,1,0,1
tt0160009,0,0,1,0,0,1,0,0,1,0,0
tt0160127,0,1,1,0,0,1,0,0,1,0,0
tt0160184,0,0,1,0,0,1,0,0,0,0,0
tt0160216,0,0,0,1,0,0,0,1,0,0,0
tt0160236,0,1,0,0,1,0,0,1,0,0,0
tt0160298,0,1,0,0,0,0,0,0,0,0,0
tt0160399,0,0,0,1,0,1,1,0,0,0,0
tt0160401,0,0,1,1,0,1,0,0,0,0,0
tt0160484,0,0,0,1,0,1,0,0,0,0,0
tt0160498,0,1,0,0,1,0,0,0,0,0,0
tt0160862,0,1,0,0,1,0,0,0,0,0,0
tt0160916,0,1,0,1,1,0,0,0,0,0,0
tt0161023,0,1,0,1,0,0,0,0,0,0,0
tt0161081,0,0,0,1,0,1,1,0,0,0,0
tt0161083,0,1,1,0,0,0,0,0,0,0,0
tt0161100,0,1,0,1,1,0,0,0,0,0,0
tt0161743,0,1,0,1,0,0,0,0,0,0,0
tt0162222,0,0,0,1,1,0,0,0,1,0,0
tt0162236,0,1,0,1,0,0,0,0,0,0,0
tt0162346,0,1,0,1,0,0,0,0,0,0,0
tt0162348,0,1,0,0,1,0,0,0,0,0,0
tt0162360,0,1,1,0,1,0,0,0,0,0,0
tt0162677,0,0,1,1,1,1,0,0,0,0,0
tt0162830,0,0,0,1,0,0,0,0,0,0,0
tt0163025,0,0,0,0,0,1,1,0,1,0,0
tt0163187,0,1,0,0,1,0,0,0,0,0,0
tt0163579,0,1,0,1,0,1,0,0,1,0,0
tt0163651,0,1,0,0,0,0,0,0,0,0,0
tt0163676,0,0,0,1,0,1,0,0,0,0,0
tt0163978,0,0,0,1,0,1,0,0,1,0,0
tt0163983,0,0,1,1,0,1,0,0,0,0,0
tt0163988,0,0,0,1,0,1,0,0,0,0,0
tt0164003,0,0,1,1,0,1,0,0,0,0,0
tt0164052,0,0,0,0,0,1,1,0,1,0,0
tt0164085,0,0,0,1,0,1,0,0,1,0,0
tt0164108,0,1,0,0,0,0,0,0,0,0,0
tt0164114,0,1,0,1,1,0,0,0,0,0,0
tt0164181,0,0,0,0,0,1,0,0,0,0,0
tt0164184,0,0,0,1,0,1,0,0,1,0,0
tt0164334,0,0,1,1,0,1,0,0,0,0,0
tt0165361,0,0,1,1,0,0,0,0,0,0,0
tt0165710,0,1,0,0,0,0,0,0,0,0,1
tt0165831,0,1,0,0,0,0,0,0,0,0,0
tt0165854,0,0,1,1,0,1,0,0,0,0,0
tt0165929,0,0,1,0,0,1,0,0,1,0,0
tt0165982,0,1,0,1,1,0,1,1,1,0,0
tt0166195,0,1,0,1,0,0,0,0,0,0,0
tt0166276,0,1,0,0,0,0,1,1,0,0,0
tt0166485,0,0,0,1,1,0,0,0,0,1,0
tt0166813,0,0,0,0,0,0,0,1,1,0,1
tt0167190,0,0,0,0,0,1,1,0,1,0,0
tt0167203,0,0,0,1,1,0,0,0,1,0,0
tt0167260,0,0,0,1,0,0,1,0,1,0,0
tt0167261,0,0,0,1,0,0,1,0,1,0,0
tt0167404,0,0,0,1,0,1,0,0,0,0,0
tt0167427,0,1,0,0,1,0,0,0,0,0,0
tt0168501,0,1,0,1,0,0,0,0,0,0,0
tt0168786,1,0,0,1,0,0,0,0,0,0,0
tt0169547,0,0,0,1,0,0,0,0,0,0,0
tt0170016,0,1,0,0,0,0,1,1,0,0,0
tt0171356,0,1,1,0,1,0,0,0,0,0,0
tt0171363,0,0,0,0,0,1,1,0,0,0,0
tt0171433,0,1,0,1,1,0,0,0,0,0,0
tt0171804,1,0,1,1,1,0,0,0,0,0,0
tt0172156,0,1,1,0,0,1,0,0,1,0,0
tt0172493,1,0,0,1,0,0,0,0,0,0,0
tt0172495,0,0,0,1,1,0,0,0,1,0,0
tt0172726,0,0,0,1,0,1,0,0,0,0,0
tt0173840,0,0,0,0,1,0,1,1,1,0,0
tt0174336,0,1,0,0,1,0,0,0,0,0,0
tt0174480,0,0,0,1,1,0,0,0,0,0,0
tt0174856,1,0,0,1,0,0,0,0,0,0,1
tt0175880,0,0,0,1,0,0,0,0,0,0,0
tt0176269,0,0,0,0,0,0,1,0,1,0,0
tt0176783,0,0,0,1,0,1,0,0,0,0,0
tt0177789,0,1,0,0,0,0,1,0,1,0,0
tt0177971,0,0,0,1,0,1,0,0,1,0,0
tt0179098,0,0,0,1,1,0,0,0,0,0,0
tt0179116,0,1,0,1,0,0,0,0,0,0,0
tt0179626,0,0,1,1,0,1,0,0,1,0,0
tt0180052,0,1,0,0,0,0,1,0,1,0,0
tt0180093,0,0,0,1,0,0,0,0,0,0,0
tt0180734,0,0,0,1,0,0,0,0,0,0,1
tt0181151,0,1,0,0,0,0,1,0,0,0,0
tt0181316,0,1,1,0,0,1,0,0,1,0,0
tt0181536,0,0,0,1,0,0,0,0,0,0,0
tt0181689,0,0,0,0,0,1,1,0,1,0,0
tt0181739,0,1,1,0,0,0,1,1,1,0,0
tt0181836,0,1,0,0,0,0,1,0,1,0,0
tt0181852,0,0,0,0,0,0,1,0,1,0,0
tt0181865,0,0,1,1,0,1,0,0,0,0,0
tt0181875,0,1,0,1,0,0,0,0,1,0,1
tt0181984,0,0,1,1,0,1,0,0,0,0,0
tt0182000,0,0,1,1,0,1,0,0,0,0,1
tt0182508,0,0,0,1,0,0,0,0,0,0,0
tt0182789,0,1,0,1,0,0,1,0,0,0,0
tt0183505,0,1,0,0,0,0,0,0,0,0,0
tt0183523,0,0,0,0,0,1,1,0,1,0,0
tt0183649,0,0,1,0,0,1,0,0,0,0,0
tt0183659,1,0,0,1,0,0,0,0,0,0,0
tt0183790,0,0,0,0,1,0,0,0,1,0,0
tt0184791,0,0,0,1,1,1,0,0,0,0,0
tt0184858,0,0,1,1,1,1,1,1,1,0,0
tt0184894,0,1,0,0,0,0,0,0,1,0,1
tt0184907,0,1,0,0,0,0,0,1,1,0,0
tt0185014,0,1,0,1,0,0,0,0,0,0,0
tt0185183,0,0,0,0,0,0,1,0,1,0,0
tt0185371,0,0,0,0,0,1,0,0,0,0,0
tt0185431,0,1,0,0,0,0,1,0,0,0,0
tt0185937,0,0,0,0,0,1,0,0,0,0,0
tt0186045,0,1,1,0,0,1,0,0,0,0,0
tt0186151,0,0,1,1,0,1,1,0,0,0,0
tt0186253,0,0,0,1,0,0,0,0,0,0,0
tt0186566,0,0,0,0,0,1,0,0,1,0,0
tt0186719,0,0,0,1,0,0,0,0,0,0,0
tt0186975,0,1,0,1,1,0,0,0,0,0,0
tt0187078,0,0,1,0,0,1,0,0,1,0,0
tt0187393,0,0,0,1,0,0,0,0,1,1,0
tt0187738,0,0,0,0,0,1,1,0,1,0,0
tt0187819,0,1,0,0,0,0,0,1,0,0,0
tt0188863,0,1,0,0,0,0,0,0,0,0,0
tt0190138,0,1,1,0,0,0,0,0,0,0,0
tt0190255,0,0,0,1,0,0,0,0,0,0,0
tt0190865,0,0,0,1,0,1,0,0,1,0,0
tt0191397,0,1,0,0,0,0,0,0,0,0,1
tt0191754,0,1,0,1,0,0,0,0,0,0,0
tt0192071,0,1,0,0,1,0,0,0,0,0,0
tt0192111,0,1,0,0,1,1,0,0,0,0,0
tt0192614,0,0,1,1,0,1,0,0,1,0,0
tt0192731,0,0,0,0,0,1,0,0,0,0,0
tt0193560,0,0,0,1,0,1,0,0,1,0,1
tt0195685,1,0,0,1,0,0,0,0,0,0,0
tt0195714,0,0,0,0,0,1,0,0,0,0,0
tt0195778,0,0,0,1,1,0,0,0,0,0,0
tt0195945,0,1,0,0,0,0,0,0,0,0,0
tt0196216,0,1,1,0,0,0,0,0,0,0,0
tt0196857,0,1,0,1,0,0,0,0,0,0,1
tt0198021,0,1,0,1,1,0,0,0,0,0,0
tt0198386,0,1,1,0,0,0,0,0,0,0,0
tt0198781,0,1,0,0,0,0,1,1,1,0,0
tt0199290,0,1,0,0,0,0,0,0,0,0,0
tt0199725,0,0,0,1,1,0,0,0,0,0,1
tt0199753,0,0,0,0,0,1,1,0,1,0,0
tt0200027,1,1,0,1,0,0,0,0,0,0,0
tt0200469,0,0,0,0,0,1,1,0,0,0,0
tt0200530,0,1,0,1,0,0,0,0,0,0,0
tt0200550,0,1,0,1,1,0,0,0,0,0,1
tt0202402,0,1,0,1,1,0,0,0,0,0,0
tt0202470,0,0,0,1,0,0,0,0,0,0,1
