imdb_id,Biography,Comedy,Crime,Drama,Romance,Mystery_Thriller_Horror,Sci-Fi_Fantasy,Family_Animation,Action_Adventure,History_War,Others
tt0108551,1,0,0,1,0,0,0,0,0,0,1
tt0109015,0,1,0,0,0,0,0,1,1,0,0
tt0109040,0,1,0,0,0,0,0,0,0,0,0
tt0109190,0,1,1,1,0,0,0,1,1,0,0
tt0109254,0,1,1,0,0,1,0,0,1,0,0
tt0109266,0,0,1,1,0,0,0,0,0,0,0
tt0109348,0,1,1,0,0,0,0,0,0,0,0
tt0109444,0,0,1,1,0,1,0,0,1,0,0
tt0109445,0,1,0,0,0,0,0,0,0,0,0
tt0109446,0,0,1,1,0,1,0,0,0,0,0
tt0109504,0,1,0,1,0,0,0,0,0,0,0
tt0109506,0,0,0,1,0,0,1,0,1,0,0
tt0109635,0,0,0,1,0,1,0,0,0,0,0
tt0109686,0,1,0,0,0,0,0,0,0,0,0
tt0109707,1,1,0,1,0,0,0,0,0,0,0
tt0109813,0,1,0,0,0,0,1,1,0,0,0
tt0109830,0,1,0,1,0,0,0,0,0,0,0
tt0110057,0,0,0,1,0,0,0,0,0,0,1
tt0110137,0,1,0,1,1,0,0,0,0,0,0
tt0110148,0,0,0,1,0,1,1,0,0,0,0
tt0110189,0,1,1,0,0,0,0,0,0,0,0
tt0110322,0,0,0,1,1,0,0,0,0,1,1
tt0110357,0,0,0,1,0,0,0,1,1,0,1
tt0110367,0,0,0,1,1,0,0,1,0,0,0
tt0110399,0,1,1,0,0,0,0,0,1,0,0
tt0110475,0,1,1,0,0,0,1,0,1,0,0
tt0110490,0,0,0,1,0,1,0,0,1,0,0
tt0110622,0,1,1,0,0,0,0,0,0,0,0
tt0110725,0,0,0,0,0,1,0,0,1,0,0
tt0110759,0,1,0,0,0,0,0,0,0,0,0
tt0110857,0,1,1,0,0,0,0,0,0,0,0
tt0110912,0,0,1,1,0,0,0,0,0,0,0
tt0110944,0,0,0,1,1,0,0,0,1,1,0
tt0110971,0,1,0,1,0,0,0,0,0,0,0
tt0110989,0,1,0,0,0,0,0,1,0,0,0
tt0110997,0,0,1,0,0,1,0,0,1,0,0
tt0111070,0,1,0,1,0,0,1,1,0,0,0
tt0111127,0,1,1,0,0,1,0,0,0,0,0
tt0111143,0,0,1,0,0,1,1,0,1,0,0
tt0111161,0,0,1,1,0,0,0,0,0,0,0
tt0111257,0,0,1,0,0,1,0,0,1,0,0
tt0111280,0,0,0,0,0,1,1,0,1,0,0
tt0111503,0,1,0,0,0,1,0,0,1,0,0
tt0111686,0,0,0,0,0,1,1,0,0,0,0
tt0111742,0,0,0,1,1,1,0,0,0,0,0
tt0111756,1,0,1,1,0,0,0,0,1,0,1
tt0112281,0,1,0,0,0,0,0,0,1,0,0
tt0112346,0,1,0,1,1,0,0,0,0,0,0
tt0112384,0,0,0,1,0,0,0,0,1,1,0
tt0112442,0,1,1,1,0,1,0,0,1,0,0
tt0112462,0,0,0,0,0,0,1,0,1,0,0
tt0112471,0,0,0,1,1,0,0,0,0,0,0
tt0112573,1,0,0,1,0,0,0,0,0,1,0
tt0112579,0,0,0,1,1,0,0,0,0,0,0
tt0112585,0,1,0,1,1,0,0,0,0,0,0
tt0112641,1,0,1,1,0,0,0,0,0,0,0
tt0112642,0,1,0,0,0,0,1,1,0,0,0
tt0112697,0,1,0,0,1,0,0,0,0,0,0
tt0112715,0,0,0,0,0,1,1,0,1,0,0
tt0112722,0,0,1,1,0,1,0,0,0,0,0
tt0112740,0,0,0,1,0,1,0,0,1,1,0
tt0112760,0,1,0,0,0,0,0,0,1,0,0
tt0112851,0,0,1,0,0,1,0,0,1,0,0
tt0112864,0,0,0,0,0,1,0,0,1,0,0
tt0112883,0,1,0,1,1,0,0,0,0,0,0
tt0113071,0,0,0,0,1,1,0,0,1,0,0
tt0113101,0,1,0,0,0,0,1,0,0,0,0
tt0113118,0,1,0,1,0,0,0,0,0,0,0
tt0113161,0,1,1,0,0,1,0,0,0,0,0
tt0113243,0,1,1,1,0,1,0,0,0,0,0
tt0113253,0,0,0,0,0,1,0,0,0,0,0
tt0113321,0,1,0,1,1,0,0,0,0,0,0
tt0113416,0,1,0,1,1,0,0,0,0,0,0
tt0113419,0,0,0,1,0,0,1,1,0,0,0
tt0113451,0,0,1,1,0,1,0,0,0,0,0
tt0113540,0,0,0,1,0,0,0,0,0,0,0
tt0113552,0,0,1,0,0,1,0,0,1,0,0
tt0113627,0,0,0,1,1,0,0,0,0,0,0
tt0113749,0,1,0,0,1,0,0,0,0,0,0
tt0113845,0,1,1,1,0,1,0,0,1,0,0
tt0113855,0,0,0,0,0,1,1,0,1,0,0
tt0113862,0,0,0,1,0,0,0,0,0,0,1
tt0113957,0,0,1,1,0,1,0,0,1,0,0
tt0113987,1,0,0,1,0,0,0,0,0,1,0
tt0114069,0,0,0,1,0,1,0,0,1,0,0
tt0114113,0,1,0,1,1,0,0,0,0,0,0
tt0114148,0,0,0,1,1,0,0,1,1,1,1
tt0114194,0,0,0,0,0,1,1,0,1,0,0
tt0114287,1,0,0,0,0,0,0,0,1,0,0
tt0114345,0,0,0,1,1,0,0,0,0,0,0
tt0114369,0,0,1,1,0,1,0,0,0,0,0
tt0114388,0,0,0,1,1,0,0,0,0,0,0
tt0114508,0,0,0,0,0,1,1,0,1,0,0
tt0114608,0,0,0,0,0,1,1,0,1,0,0
tt0114609,0,1,0,0,0,1,0,0,0,0,0
tt0114614,0,1,0,0,0,0,1,0,1,0,0
tt0114660,0,0,1,1,0,0,0,0,0,0,0
tt0114681,0,1,1,1,0,0,0,0,0,0,0
tt0114709,0,1,0,0,0,0,1,1,1,0,0
tt0114781,0,0,0,0,0,1,0,0,1,0,0
tt0114814,0,0,1,1,0,1,0,0,0,0,0
tt0114825,0,1,0,0,1,1,1,0,0,0,0
tt0114857,0,0,1,0,0,1,1,0,1,0,0
tt0114898,0,0,0,0,0,1,1,0,1,0,0
tt0114906,0,1,0,1,0,0,0,0,0,0,0
tt0115495,0,0,1,1,0,1,0,0,0,0,0
tt0115632,1,0,0,1,0,0,0,0,0,0,0
tt0115641,0,1,1,0,0,0,0,1,1,0,0
tt0115710,0,0,1,1,0,1,0,0,0,0,0
tt0115725,0,1,0,0,0,0,1,1,0,0,0
tt0115734,0,1,1,1,0,0,0,0,0,0,0
tt0115736,0,0,1,1,1,1,0,0,0,0,0
tt0115759,0,0,1,0,0,1,0,0,1,0,0
tt0115798,0,1,0,1,0,1,0,0,0,0,0
tt0115857,0,0,0,1,0,1,1,0,1,0,0
tt0115907,0,0,0,1,0,1,0,0,0,0,0
tt0115956,0,0,0,1,0,1,0,0,1,1,0
tt0115963,0,0,0,1,0,1,1,0,0,0,0
tt0116040,0,0,0,1,0,1,0,0,1,0,0
tt0116136,0,0,0,0,0,0,1,0,1,0,0
tt0116209,0,0,0,1,1,0,0,0,0,1,0
tt0116213,0,0,0,1,0,1,0,0,1,0,0
tt0116225,0,0,0,0,0,1,1,0,1,0,0
tt0116242,0,1,0,0,1,0,0,0,0,0,1
tt0116250,1,0,0,1,0,0,0,0,0,1,1
tt0116253,0,0,0,0,0,1,0,0,1,0,0
tt0116259,0,0,1,1,0,1,0,0,0,0,0
tt0116260,0,0,1,1,0,1,0,0,0,0,0
tt0116269,0,1,1,1,0,0,0,0,0,0,0
tt0116277,0,0,0,1,0,1,0,0,1,0,1
tt0116313,0,1,0,0,0,0,0,0,0,0,0
tt0116320,0,0,1,1,1,0,0,0,1,0,0
tt0116322,0,0,0,0,0,0,0,1,1,0,0
tt0116324,0,1,0,0,0,0,0,0,0,0,0
tt0116361,0,1,1,1,0,1,0,0,0,0,0
tt0116367,0,0,1,0,0,1,1,0,0,0,0
tt0116378,0,0,1,1,0,0,0,0,0,0,0
tt0116404,0,0,0,1,0,0,0,0,0,1,0
tt0116409,0,0,0,1,0,1,0,0,1,0,0
tt0116410,0,0,0,1,0,0,0,0,0,1,0
tt0116414,0,1,0,1,0,0,0,0,0,0,0
tt0116421,0,1,1,1,0,1,0,0,1,0,0
tt0116483,0,1,0,0,0,0,0,0,0,0,1
tt0116493,0,1,0,1,0,0,0,1,0,0,0
tt0116583,0,0,0,1,1,0,0,1,0,0,1
tt0116629,0,0,0,0,0,0,1,0,1,0,0
tt0116654,0,0,0,0,0,1,1,0,0,0,0
tt0116695,0,1,0,1,1,0,0,0,0,0,1
tt0116705,0,1,0,0,0,0,0,1,0,0,0
tt0116731,0,0,0,1,0,1,0,0,0,0,0
tt0116743,0,0,1,1,1,0,0,0,0,1,0
tt0116778,0,1,0,0,0,0,0,0,0,0,1
tt0116905,0,0,0,1,0,1,0,0,0,0,0
tt0116908,0,0,1,1,0,1,0,0,1,0,0
tt0116996,0,1,0,0,0,0,1,0,1,0,0
